ID,Limite_Credito,Sexo,Educacion,Estado_Civil,Edad,Pago_Mes_Actual,Pago_Mes_2,Pago_Mes_3,Factura_Mes_1,Factura_Mes_2,Factura_Mes_3,Pago_Realizado_Mes_1,Pago_Realizado_Mes_2,Pago_Realizado_Mes_3,Incumplimiento
4539,120000,2,1,2,30,-1,-1,-1,326,326,326,326,326,326,0
4540,140000,2,1,2,24,0,0,0,4679,3146,0,1000,0,2000,0
4541,180000,2,2,2,33,0,0,0,153833,153648,145440,7107,5002,4470,0
4542,190000,1,1,1,36,-1,-1,-1,1779,1288,1655,1288,1655,1213,0
4543,100000,2,2,2,29,2,2,2,80234,80369,83130,2000,5001,3100,0
4544,50000,2,1,2,26,1,2,0,42207,42226,38859,2200,1962,1562,0
4545,150000,1,3,1,44,0,0,0,146277,127679,73323,3952,2614,2631,0
4546,250000,2,2,1,38,0,0,0,255571,250002,253610,10605,9327,8362,0
4547,220000,2,1,1,24,2,3,2,184761,178939,183158,0,10000,6300,1
4548,200000,1,3,2,28,0,0,0,54663,46147,44095,11000,3000,3000,0
4549,250000,2,2,1,44,0,0,0,47463,41059,35722,3000,4000,3000,0
4550,280000,2,1,2,32,0,0,0,202506,197855,239059,10547,80004,68410,0
4551,30000,1,3,1,64,2,2,2,13594,14078,14547,1000,1000,1000,1
4552,80000,2,2,2,29,0,0,0,89061,31367,34848,4000,4000,2000,0
4553,380000,2,2,2,31,0,0,0,381530,385605,257188,32640,18077,12005,0
4554,350000,2,2,1,32,-2,-2,-1,19637,239770,8111,242247,8111,198748,0
4555,160000,1,1,2,48,-1,2,2,23037,22260,0,0,0,0,1
4556,70000,1,3,1,45,2,0,0,67505,61595,46920,2600,2056,1700,1
4557,150000,1,1,1,33,1,-2,-2,0,0,0,0,0,0,0
4558,160000,2,1,1,39,0,0,2,43583,50028,48928,7500,0,2000,0
4559,40000,1,2,2,27,0,0,2,26663,31589,31772,5700,1000,1200,1
4560,350000,2,2,2,30,0,0,0,245211,255975,269446,15000,20000,0,0
4561,50000,1,3,2,27,0,0,0,50577,46529,46791,2138,1400,3000,1
4562,220000,2,1,1,38,0,0,0,4438,7211,9948,3000,3000,1000,0
4563,200000,2,1,1,26,-1,-1,-1,6666,6666,6666,6666,6666,6666,0
4564,390000,1,1,1,41,-1,0,0,7445,14439,7391,10038,1036,952,0
4565,330000,1,1,2,32,-2,-2,-2,28106,1323,-363,2701,363,513,0
4566,100000,1,1,1,60,0,0,0,101761,101801,101863,3856,3919,3986,1
4567,70000,2,2,1,58,0,0,0,138681,70341,23755,3500,1508,588,0
4568,240000,2,1,1,41,0,0,0,126395,129371,132218,5000,5000,6000,0
4569,30000,1,2,2,23,0,0,0,27275,26948,28183,2000,2000,1400,0
4570,30000,2,2,1,43,2,2,2,15246,17838,17272,3141,0,1434,1
4571,160000,1,2,2,29,0,0,0,163982,161499,154469,6150,5540,4205,0
4572,120000,2,2,1,40,0,0,0,22462,15692,19312,5000,10000,5000,0
4573,10000,2,2,1,55,3,2,2,5358,6339,6111,1200,0,1000,1
4574,470000,1,1,2,33,0,0,0,72083,68136,69036,5031,5500,5000,0
4575,200000,2,2,2,26,-1,-1,2,3374,4053,2337,4053,0,1904,1
4576,50000,1,4,2,22,0,0,0,6514,7513,9981,1500,3000,1000,0
4577,90000,2,1,2,29,1,-1,-1,0,194,0,194,0,0,0
4578,220000,2,1,1,35,-1,-1,-1,288,392,-4,500,0,792,0
4579,40000,2,2,2,23,-1,2,-1,652,326,326,0,326,26370,1
4580,200000,1,3,1,50,1,2,2,177088,172365,175766,0,6998,4558,1
4581,120000,1,2,1,43,0,0,0,33131,33121,32222,2000,1500,1000,0
4582,210000,1,1,1,43,-1,-1,-1,880,724,844,724,1000,0,1
4583,30000,2,2,2,22,-1,3,2,31176,30408,29205,0,0,1013,0
4584,110000,1,2,1,54,2,2,2,56839,58039,58792,2700,2300,2400,1
4585,280000,1,2,1,35,0,0,0,278948,278433,277620,10609,10470,10002,0
4586,150000,2,1,1,31,1,-2,-2,0,0,0,0,0,0,0
4587,20000,1,3,2,49,0,0,0,15237,16030,17948,1600,2500,1000,0
4588,80000,1,2,2,25,0,0,0,29820,24513,19664,2306,2000,1000,0
4589,50000,1,2,1,43,2,0,0,30106,30566,30699,1878,1641,1000,1
4590,170000,1,1,2,36,0,0,0,92480,94089,97286,4000,5000,3000,0
4591,200000,1,1,1,45,1,-1,-1,0,479,0,479,0,0,1
4592,300000,1,1,2,38,-1,-1,-1,390,390,390,390,390,374,0
4593,100000,1,2,1,46,2,2,2,17497,18219,17629,1300,0,700,1
4594,80000,1,1,2,28,1,2,-1,5431,1961,1646,0,1700,2000,0
4595,30000,1,1,1,32,0,0,2,28401,31065,30031,3434,0,597,1
4596,80000,2,1,1,35,0,0,0,27560,22441,19960,1701,2000,2000,0
4597,60000,1,1,2,30,-1,-1,-1,264,264,264,264,264,264,1
4598,110000,2,2,2,24,0,0,0,94597,96263,61195,4260,2310,1010,0
4599,10000,2,2,1,46,1,2,-1,9841,9628,4060,121,4060,4530,1
4600,290000,2,3,2,32,0,0,0,21981,24610,27009,3000,3000,3000,0
4601,30000,1,1,2,26,0,0,-1,27172,27000,780,1000,780,0,0
4602,60000,1,2,2,45,0,0,0,59475,60423,59674,2500,1509,1000,0
4603,150000,1,3,1,49,0,-1,-1,4029,4048,2842,4054,2866,4082,0
4604,750000,2,3,1,40,-2,-2,-1,16372,15344,3329,15420,3691,38679,0
4605,30000,1,2,1,29,0,0,0,10721,25066,13817,2000,1500,1400,0
4606,160000,2,2,2,51,-1,-1,-1,6136,5932,4353,5932,4353,3835,0
4607,50000,2,2,1,31,0,0,0,50628,48748,46368,2350,3000,1000,1
4608,50000,2,1,2,42,-1,-1,-1,1310,37073,7700,37073,7700,42038,0
4609,160000,1,2,2,30,2,2,2,75406,76907,78047,3300,3000,3200,0
4610,150000,2,1,2,23,0,0,0,151669,152794,147323,5900,5598,4440,0
4611,30000,2,2,1,42,0,0,0,27276,30470,27699,3671,1500,1018,0
4612,350000,1,1,1,35,0,0,2,19734,5338,3042,3000,0,2500,0
4613,20000,2,1,2,24,0,0,0,18821,18714,18942,2000,1300,1500,0
4614,50000,1,2,2,39,0,0,0,47206,8464,9799,1500,1500,400,0
4615,180000,1,3,1,27,0,0,0,12303,11757,11695,2000,1700,300,1
4616,30000,1,3,2,23,2,0,0,29144,30419,30097,2033,1420,0,1
4617,100000,1,2,1,52,0,0,0,55120,56636,58215,2403,2875,1010,0
4618,20000,1,2,2,24,1,2,2,11893,12906,12902,1500,500,0,0
4619,80000,1,1,2,29,0,0,0,73722,75323,64277,3300,2500,1556,0
4620,150000,1,2,1,43,0,0,0,89488,89951,86961,5016,5050,3026,0
4621,230000,2,1,2,30,-1,-1,-1,754,-441,4410,0,4851,0,0
4622,50000,1,1,1,25,0,0,2,5472,5891,6595,1500,1000,2000,0
4623,210000,2,1,2,39,-1,-1,-1,3962,1772,3608,1777,3613,5,0
4624,50000,1,2,3,41,0,0,0,52260,40893,81308,1679,1640,1449,0
4625,240000,2,2,1,37,0,-1,-1,1854,1346,3195,1346,3195,0,0
4626,500000,2,3,2,40,0,0,0,264961,237006,139311,20078,30141,30000,0
4627,210000,1,2,2,28,0,0,0,5373,6200,0,1000,0,0,0
4628,160000,2,2,1,40,-2,-2,-2,0,0,0,0,0,0,0
4629,250000,2,1,2,48,1,-2,-2,0,0,0,0,0,0,1
4630,500000,2,1,2,46,0,0,0,20614,18050,15341,5001,3007,8000,0
4631,100000,1,2,1,35,1,2,2,59121,57604,62635,0,6000,4000,1
4632,20000,2,2,2,26,0,0,0,16385,17518,19302,1700,2484,1000,0
4633,30000,2,2,1,30,0,0,0,14451,15525,0,1525,0,0,0
4634,50000,2,1,2,27,0,-1,-1,13301,1400,780,1400,780,390,0
4635,160000,1,2,2,27,0,0,2,109405,118110,119697,12000,5000,0,0
4636,50000,1,3,2,28,1,-1,-1,-9802,99,103,10000,103,245,0
4637,90000,2,3,1,25,-1,-1,-1,3363,174,1473,174,1473,780,1
4638,20000,1,2,2,28,0,0,0,11449,12811,11779,1582,1400,1000,0
4639,50000,1,1,1,44,0,0,0,35145,36275,37150,2000,1871,0,0
4640,230000,2,3,2,39,1,2,0,11391,10923,13554,0,3200,0,0
4641,150000,1,2,2,31,3,2,2,76113,77728,75888,3400,0,2960,0
4642,50000,1,1,2,45,0,0,0,48719,49966,32538,2212,2503,693,0
4643,280000,2,1,2,36,-1,-1,-1,27290,0,720,0,720,0,0
4644,500000,2,1,1,37,0,0,0,315816,267100,277636,10000,15000,15000,0
4645,90000,2,2,1,47,-1,-1,-1,1887,43542,12148,43542,12148,880,0
4646,360000,1,1,2,29,-1,0,0,64606,44466,40165,5135,20856,103,0
4647,140000,1,2,2,50,0,0,0,98668,88727,27203,4410,1804,14000,0
4648,140000,1,1,2,44,-1,-1,-1,5287,5717,7146,5717,7146,5930,0
4649,230000,2,1,2,44,1,-2,-2,0,0,0,0,0,0,1
4650,50000,2,2,2,25,0,0,2,39033,37002,21933,6455,0,1500,0
4651,130000,2,2,1,50,-1,-1,-1,1504,1027,2172,1027,2172,836,0
4652,330000,2,1,2,44,0,0,2,243621,259517,253863,21400,0,9400,1
4653,210000,1,1,2,30,-1,-1,-1,4830,0,1000,0,1000,15385,0
4654,10000,2,1,1,27,2,0,0,4920,5937,6945,1256,1264,407,0
4655,50000,2,2,1,54,0,0,0,49320,49724,50218,1925,2152,800,0
4656,100000,2,1,1,46,0,0,0,39245,41602,47885,3000,7000,0,0
4657,70000,2,3,1,26,0,0,0,65763,38209,27874,3000,2000,955,0
4658,50000,2,2,1,45,0,0,0,40650,42718,45047,2850,3160,1740,0
4659,170000,2,1,1,28,0,0,0,20302,14653,7234,3000,1000,5000,0
4660,100000,2,2,1,50,2,2,2,44078,45077,47837,2000,3841,1900,1
4661,80000,1,1,1,36,0,0,0,60110,51784,50071,2186,1491,1099,0
4662,150000,1,3,2,27,0,0,0,77298,69832,66692,3029,4000,2258,0
4663,50000,2,3,2,23,0,0,0,26956,27596,28192,1462,1448,1002,0
4664,80000,1,2,1,34,1,-2,-1,0,0,862,0,862,41300,0
4665,120000,2,1,2,24,0,0,0,78304,79348,81881,2900,3850,3000,0
4666,470000,1,3,1,47,0,0,0,163529,129341,106390,4700,30002,20000,0
4667,80000,2,3,1,52,0,0,0,18100,6826,7582,1244,1000,500,0
4668,60000,1,1,2,30,0,0,2,46307,51232,50109,6000,0,2000,0
4669,80000,1,2,2,42,0,0,0,75264,75919,78078,3200,4613,1100,0
4670,50000,1,2,1,57,0,0,2,25551,22957,18027,2733,759,500,1
4671,500000,1,1,1,43,0,0,0,403800,404640,412082,17000,16500,15000,1
4672,110000,1,2,2,26,0,0,0,49732,46766,41796,2300,2000,3000,0
4673,80000,2,2,1,44,0,0,0,40769,41150,0,2150,0,0,0
4674,50000,1,2,2,27,2,2,2,48655,45570,44015,460,5021,0,1
4675,400000,2,1,1,44,4,3,2,278863,275153,269528,0,0,150,1
4676,90000,2,1,2,29,0,0,0,90749,90595,89059,3481,5167,3300,0
4677,150000,2,5,1,53,0,0,0,135903,137719,144913,7474,14004,4876,0
4678,360000,2,1,1,35,-1,-1,-2,10621,0,0,0,0,0,0
4679,170000,1,3,1,29,0,0,0,165027,168990,172307,7200,7500,1200,0
4680,110000,1,3,2,37,2,0,0,103356,85352,55489,2700,1827,5400,1
4681,220000,2,1,2,29,0,0,0,224852,224416,173565,10235,8000,7000,0
4682,200000,2,2,1,36,0,0,0,198807,200616,202228,10700,8000,7500,0
4683,500000,2,1,2,47,-2,-2,-2,0,3270,30760,3270,30760,143791,0
4684,340000,1,1,1,48,0,0,0,321046,329563,335012,13690,12693,6100,0
4685,180000,2,2,2,32,1,-2,-2,0,0,0,0,0,0,0
4686,490000,1,1,2,44,-1,-1,-1,2920,4040,3649,4060,3659,8357,0
4687,60000,2,2,2,26,0,0,0,56146,56929,55009,2314,1459,914,0
4688,250000,1,1,2,30,-2,-2,-2,2729,2538,6244,2543,6247,1300,0
4689,20000,2,2,2,30,2,0,0,15997,17336,18345,1600,1602,900,1
4690,170000,1,3,1,39,1,2,2,171062,166870,165156,0,13000,0,0
4691,160000,2,3,2,37,2,2,0,16626,16075,17490,0,2000,3539,1
4692,80000,2,1,2,25,-1,-1,-2,1672,0,0,0,0,0,0
4693,380000,2,1,1,36,-1,-1,-1,8183,10554,5453,10617,5478,784,0
4694,70000,2,3,1,33,0,0,0,71230,65305,50178,2500,3108,2000,1
4695,80000,1,1,2,29,0,0,0,78038,79183,81356,3000,3500,3500,0
4696,380000,1,2,1,58,0,0,0,369699,331755,303016,12172,11095,11007,0
4697,230000,2,1,2,24,0,-1,-1,14979,2480,1434,2480,1434,1420,0
4698,130000,1,2,2,28,2,2,2,134505,135624,129959,6200,0,3500,1
4699,160000,2,1,1,35,-1,-1,-2,2851,0,0,0,0,0,0
4700,50000,2,3,1,42,0,0,0,44332,25913,19057,8802,1500,2000,0
4701,180000,1,1,1,45,2,2,2,106462,113728,98314,10000,0,10000,0
4702,220000,2,2,2,31,0,0,0,75451,78094,80680,4000,4000,3000,0
4703,200000,2,3,1,41,1,-1,-1,0,340,0,340,0,148,1
4704,520000,1,3,1,41,2,2,0,435924,366194,330211,0,12620,8758,1
4705,30000,1,2,2,46,0,0,0,12485,13119,13716,1221,1208,480,1
4706,150000,2,2,3,41,1,-2,-2,0,0,0,0,0,4026,0
4707,210000,2,2,1,32,-1,-1,-1,733,737,737,737,737,407,0
4708,50000,2,2,2,36,2,0,0,42380,40288,32631,1901,1744,1027,1
4709,20000,2,2,1,37,0,0,0,17843,18833,17830,1280,1276,630,0
4710,290000,1,1,1,44,-1,-1,-1,19213,33274,17495,33548,17732,1862,0
4711,50000,2,2,2,32,1,-1,0,30382,45888,48599,54608,7060,112,0
4712,130000,2,3,1,42,0,0,0,127524,127839,128380,5051,5101,3600,0
4713,60000,1,2,2,24,0,0,-1,54809,-827,1188,0,2188,0,0
4714,20000,1,1,2,25,0,0,2,11394,14367,13844,3600,0,1300,0
4715,160000,2,2,2,35,0,0,0,124459,130916,132179,10000,5000,4854,0
4716,250000,2,3,1,39,-1,-1,-1,5086,14180,49453,14180,49453,0,0
4717,80000,1,3,1,38,0,0,0,19277,20060,20977,1400,1306,1019,0
4718,60000,2,2,1,33,0,0,0,54660,49907,44057,1879,1500,1000,0
4719,80000,1,2,2,30,0,0,0,13793,67840,61546,63023,3010,3053,1
4720,60000,1,2,2,25,2,2,2,60323,60729,56473,2000,0,1135,0
4721,410000,1,1,1,38,-1,-1,-1,10867,2719,0,2719,0,11900,0
4722,240000,2,1,2,34,0,0,0,14038,25558,26526,12000,1500,1800,0
4723,30000,1,3,2,46,3,2,0,13784,13277,13984,0,1234,600,1
4724,200000,2,2,2,31,0,0,0,8350,4750,5134,2001,1001,501,0
4725,180000,2,2,1,46,1,2,0,35916,30711,27555,1711,1300,7504,0
4726,100000,1,2,2,32,-1,0,0,88550,91724,94799,5000,5000,5000,0
4727,50000,2,5,2,42,0,0,0,50806,48798,29003,1545,1454,1019,1
4728,60000,2,3,2,45,-1,-1,-1,1876,1876,1876,1876,1876,1876,1
4729,50000,2,1,2,26,0,0,2,5800,8189,7909,2500,0,2000,1
4730,240000,2,1,1,34,-2,-1,-1,597,6449,626,6507,626,626,0
4731,220000,2,1,2,29,0,0,0,47944,44914,46446,5000,5008,7000,0
4732,40000,1,3,2,42,-1,2,-1,1978,1415,1748,3,1749,0,0
4733,80000,2,1,2,23,0,0,0,71487,55641,24987,2157,1500,0,0
4734,320000,1,2,2,52,-1,-1,-1,1122,5000,396,5000,792,1176,0
4735,420000,1,2,1,43,0,0,0,44670,60376,30099,30253,20016,40015,0
4736,500000,1,2,1,48,-1,-1,-1,28352,35294,74846,35465,75212,38169,0
4737,290000,2,2,2,24,0,0,0,145341,136849,122627,7000,6000,5024,0
4738,190000,1,1,1,45,0,0,0,181814,172493,166982,7035,6000,6000,0
4739,100000,1,1,2,33,2,0,0,101329,103532,100485,3900,6000,3900,1
4740,230000,2,2,2,26,1,-2,-2,0,0,0,0,0,0,0
4741,50000,1,2,1,36,1,3,2,19606,19017,18409,0,0,1000,0
4742,210000,1,2,1,43,0,0,0,47025,45456,44048,2300,1326,400,0
4743,90000,2,2,2,24,1,-2,-2,0,0,0,0,0,0,1
4744,480000,1,3,1,56,0,0,0,103497,105310,107013,5300,5300,4000,0
4745,120000,1,1,2,41,1,-2,-2,-8,-208,-408,0,0,58000,0
4746,160000,1,2,2,28,1,2,2,162761,164692,159948,6000,14,12000,0
4747,110000,1,2,1,27,1,2,2,46657,48615,49519,3000,2000,0,0
4748,260000,2,2,1,60,1,-2,-1,-20,-20,2000,0,2020,0,0
4749,80000,1,1,2,24,-1,0,-1,2130,3100,173,1010,173,0,0
4750,50000,1,2,1,58,-1,-1,-1,1956,2060,4904,2060,4904,2056,0
4751,50000,2,2,1,45,0,0,0,35116,26171,25088,1441,1500,756,1
4752,100000,2,2,2,29,0,0,0,75012,77784,73535,4000,3105,4069,0
4753,20000,1,3,1,56,1,2,0,8766,8481,13318,0,5000,2000,1
4754,260000,2,1,1,44,1,-1,-1,0,6500,0,6500,0,0,0
4755,680000,2,1,1,42,0,0,0,189514,188883,190076,8000,9000,7000,0
4756,50000,1,2,2,25,-1,-1,2,1789,50005,48731,48731,0,2102,0
4757,170000,2,1,2,27,0,0,0,118801,108980,112125,4000,5300,3800,0
4758,210000,2,2,1,37,-1,-1,-1,326,326,978,326,978,0,1
4759,500000,1,1,1,51,-2,-2,-2,10063,10166,11579,10395,11888,88612,0
4760,180000,2,1,1,45,0,0,0,18472,20546,24956,2690,5100,0,0
4761,340000,2,2,1,37,1,-1,-1,-653,2094,1256,3254,1256,845,0
4762,160000,1,3,2,30,0,0,0,160388,175167,127848,142159,3592,7317,0
4763,30000,2,2,1,22,2,0,0,26846,27718,28067,2000,1500,1000,1
4764,230000,2,2,1,44,0,0,0,205938,209941,173679,8476,6593,2966,0
4765,30000,1,3,2,22,2,0,0,28328,29505,25362,1704,1250,390,0
4766,480000,1,2,2,33,-1,-1,0,57732,55379,71063,55614,47003,30171,0
4767,360000,1,1,1,44,-1,-1,-1,16731,4840,-16,4864,0,0,0
4768,500000,1,1,1,50,1,2,2,74850,76463,77611,3400,3000,3000,1
4769,220000,1,1,1,37,-1,-1,0,17039,7113,9574,7540,9571,1739,0
4770,100000,2,1,2,29,3,2,0,87791,85548,85391,0,2500,5864,1
4771,200000,2,2,2,31,1,-2,-2,0,0,0,0,0,1500,0
4772,200000,1,1,2,40,0,0,0,193048,193926,198233,6410,6342,4007,0
4773,90000,2,2,2,23,0,0,0,91653,88619,90298,4200,4100,3307,0
4774,50000,1,2,2,24,0,0,0,27963,28715,29381,2001,2001,1014,0
4775,80000,2,2,1,42,2,2,2,45691,46662,47595,2000,2000,1800,1
4776,260000,2,1,1,48,0,0,0,8339,8333,0,5000,0,0,0
4777,80000,2,3,1,25,0,0,0,61943,61458,57045,2215,1900,1800,0
4778,20000,1,1,2,23,1,-2,-2,-348,-738,-738,0,0,0,1
4779,50000,1,2,2,53,1,-1,-1,0,3333,0,3333,0,8796,0
4780,90000,2,1,2,29,0,0,0,92464,91709,92412,3600,4331,3218,0
4781,290000,1,2,1,30,0,0,0,351890,254163,250180,11000,8607,8000,0
4782,20000,2,3,1,30,-2,-2,-2,18920,20030,21408,1700,2000,1200,0
4783,230000,2,1,2,36,1,-2,-2,0,0,0,0,0,0,0
4784,360000,2,2,2,34,1,-2,-2,0,1680,0,1680,0,5950,0
4785,50000,1,2,2,40,0,0,0,48331,49163,49754,2300,2200,1000,1
4786,80000,1,2,2,36,-2,-2,-2,59223,26241,10387,1141,10725,74864,0
4787,100000,2,2,2,56,0,0,2,97549,102864,98969,9300,0,2500,1
4788,390000,2,1,2,28,0,0,0,286888,291645,277888,11000,11000,5600,0
4789,120000,1,2,1,52,2,0,0,107269,106791,105262,4449,2731,3000,0
4790,20000,2,2,2,35,1,3,2,20971,20360,19583,0,0,392,0
4791,150000,2,2,2,24,2,2,2,63486,66741,744,4330,3,5762,1
4792,20000,1,2,1,38,0,-1,2,16828,20192,19414,20192,0,392,1
4793,20000,1,1,1,44,0,0,0,17974,32768,16057,2000,1506,1000,0
4794,250000,1,1,2,44,0,0,0,98727,102134,106434,5000,6000,4500,0
4795,230000,2,2,2,25,0,0,0,19225,16375,11864,2000,2000,5000,0
4796,20000,1,3,1,40,0,0,0,20167,37198,17858,1308,2466,555,0
4797,80000,2,2,1,41,0,0,0,21709,22432,23693,1378,1639,1089,0
4798,310000,2,2,2,32,0,0,0,51007,50644,50109,2200,2100,1700,0
4799,480000,1,1,2,49,0,0,0,456668,424843,325772,14706,15377,10481,0
4800,20000,2,1,2,24,0,0,-1,16199,0,187,0,187,0,0
4801,50000,1,3,1,22,0,0,0,46450,47599,48456,2200,2016,2009,0
4802,190000,1,2,1,35,6,5,4,254951,237094,218603,0,0,0,1
4803,50000,1,2,2,41,0,0,0,45284,43951,47169,1844,4562,667,0
4804,50000,2,2,2,29,2,2,2,8281,8998,9695,1000,1000,2000,1
4805,50000,1,2,1,38,0,0,0,22619,19055,20161,2000,2000,1000,0
4806,300000,2,2,1,45,-1,-1,-1,41051,70951,18911,71277,19003,16050,0
4807,60000,1,2,1,33,0,0,0,42246,38923,32532,2008,3004,3003,0
4808,260000,1,1,2,28,1,-1,-1,-1197,37785,3780,40000,3780,3202,0
4809,190000,1,1,2,27,1,-1,0,-4370,82387,83701,87998,3017,3029,0
4810,500000,1,3,3,53,0,0,0,415022,421996,426103,12602,11000,4711,0
4811,300000,2,1,2,31,0,0,-1,60700,33843,5045,5000,5045,10288,0
4812,50000,1,2,2,43,0,0,0,50665,50854,47862,1940,1407,704,1
4813,50000,2,3,1,27,-1,0,0,29321,30048,31396,1503,1851,4500,1
4814,130000,2,2,1,42,0,0,0,24565,22446,23245,5000,2000,5000,0
4815,80000,1,1,1,38,-1,-1,-2,604,0,0,0,0,0,0
4816,50000,1,2,3,37,0,0,0,44828,43746,43122,2005,2056,1737,0
4817,50000,2,2,2,31,0,0,0,40019,20394,19597,2006,1519,1000,0
4818,120000,2,1,2,27,0,0,0,70835,59986,60779,3000,2500,3000,0
4819,220000,2,1,2,33,-1,-1,-1,3217,11428,16838,11435,16876,22237,0
4820,50000,2,1,2,35,0,0,0,51505,50581,48280,2500,2200,2000,0
4821,90000,2,1,2,29,0,0,0,88254,89080,89613,4200,4000,3307,0
4822,360000,2,2,2,43,-2,-2,-2,0,0,0,0,0,0,0
4823,280000,2,2,1,49,0,0,-2,20650,0,0,0,0,4533,0
4824,270000,2,1,1,57,-2,-2,-2,13559,736,316,736,316,5116,0
4825,200000,1,1,1,31,0,0,0,160292,119080,113723,6036,4002,4005,0
4826,80000,1,3,2,25,0,0,0,80493,78736,71663,3035,3021,2300,0
4827,60000,2,1,2,34,1,-2,-1,0,0,15798,0,15798,0,0
4828,60000,2,2,2,31,0,0,0,58173,59626,55775,3400,2300,1200,0
4829,90000,2,1,2,28,-1,0,0,23940,92233,91308,75000,5000,4300,0
4830,10000,2,3,3,48,0,0,0,7065,8148,9199,1200,1200,500,0
4831,140000,1,2,2,36,0,0,0,94586,92692,87696,3519,3027,2905,0
4832,280000,1,1,1,42,0,0,0,173092,160948,146106,5853,4422,3138,1
4833,140000,2,2,1,24,0,0,0,121241,67929,65536,4000,4000,8000,0
4834,110000,1,3,1,52,0,0,0,13962,15219,15424,1500,1545,600,0
4835,120000,2,3,2,26,0,0,-2,22492,-2018,-718,1534,1300,2000,0
4836,130000,2,2,1,39,0,0,0,131657,129859,128714,5000,6208,4700,0
4837,290000,1,2,1,48,0,0,0,224662,216134,163926,10160,7147,5041,0
4838,80000,1,2,1,33,0,0,0,22064,22338,23352,1700,1700,1000,0
4839,50000,2,2,2,22,2,2,2,15006,14475,16227,0,2000,1000,1
4840,450000,2,2,1,33,-2,-2,-2,318,316,326,316,326,4007,0
4841,50000,1,3,1,37,3,2,2,30411,31130,30308,1500,0,1016,1
4842,170000,2,1,2,27,-2,-2,-2,154189,149826,113019,5926,2672,10,0
4843,210000,1,2,2,30,0,0,0,38967,48465,57928,10000,10000,3000,0
4844,30000,2,2,2,23,2,0,0,21684,23018,24630,2000,2000,888,0
4845,230000,1,1,2,33,0,0,0,57171,56150,57074,2100,2300,2000,0
4846,170000,1,2,2,34,-1,-1,-1,2806,326,676,652,676,326,1
4847,20000,2,2,2,22,0,0,0,17958,18499,19762,1329,1592,637,0
4848,50000,1,3,1,54,1,2,2,49271,24982,25142,1000,1000,1000,0
4849,100000,2,2,1,42,0,0,0,65917,67673,66292,4000,3000,2500,0
4850,140000,2,1,2,27,-1,-1,-2,390,0,0,0,0,0,0
4851,100000,2,1,2,30,0,0,0,90375,81572,71451,3007,3200,3000,0
4852,150000,2,1,1,37,1,-1,2,0,1505,1333,1505,0,0,1
4853,60000,2,3,2,23,1,2,0,28831,28024,24215,0,1050,0,1
4854,200000,1,3,1,33,0,0,0,199343,200070,200852,10021,10036,7126,1
4855,200000,2,1,2,27,0,0,0,11912,19196,11938,14443,4938,5972,0
4856,50000,2,1,2,35,0,0,0,48585,49134,50203,2220,2289,483,1
4857,60000,1,2,2,32,0,0,0,51934,40855,37742,2000,2000,1400,0
4858,50000,2,3,1,32,1,2,2,45652,44646,47619,0,4000,0,1
4859,140000,2,2,1,55,0,0,0,22662,23306,21048,2500,2500,2000,0
4860,640000,2,1,2,41,0,0,0,55645,56656,60185,3000,5000,2300,0
4861,210000,1,2,1,41,2,2,2,87705,90376,90687,4800,2500,3900,1
4862,60000,2,2,1,27,0,0,0,43757,29772,30710,2000,2000,1500,0
4863,80000,2,2,1,32,3,2,2,72385,72643,73462,2000,2600,0,1
4864,290000,2,1,1,37,-1,-1,-1,3486,550,1922,550,1922,550,1
4865,150000,2,1,2,28,1,-2,-2,0,0,0,0,0,0,0
4866,200000,2,2,2,40,0,0,0,99729,139201,155871,59201,35000,54461,0
4867,130000,2,2,2,29,2,2,2,2880,4446,4833,2000,1000,0,1
4868,490000,1,2,2,34,-2,-2,-1,0,0,244033,0,244033,15011,0
4869,200000,1,2,1,40,-1,-1,-2,9759,-241,-241,0,0,0,1
4870,210000,2,1,1,54,-1,-1,-1,7771,7078,838,7078,1295,20000,0
4871,260000,2,1,2,29,-1,-1,-1,3735,-8,4865,0,4873,507,1
4872,80000,1,2,1,42,0,0,0,48237,48594,49432,2200,2005,2000,0
4873,50000,1,3,1,53,0,0,0,41674,40012,31089,1660,1612,652,0
4874,210000,2,2,2,30,0,0,0,77637,80205,82549,4400,4600,9086,0
4875,210000,2,2,3,52,-1,-1,-1,815,815,815,815,815,910,0
4876,40000,2,3,1,41,1,2,2,20057,20931,21780,1500,1500,2000,0
4877,110000,2,2,1,33,0,0,0,184406,169795,154733,7400,6700,4700,0
4878,50000,1,1,2,49,0,0,0,25277,27209,23740,3000,3014,684,0
4879,80000,2,1,2,27,-1,-1,-1,3199,1205,917,1325,917,0,0
4880,80000,2,1,2,37,-1,-1,-1,6734,1990,4500,1990,4500,4640,1
4881,250000,2,1,2,43,0,0,0,93163,96024,90901,4409,3023,2600,0
4882,100000,2,1,2,27,0,0,0,75296,76672,78343,3000,3400,3000,0
4883,50000,1,2,2,29,2,2,2,43205,46516,45468,4000,0,4000,1
4884,150000,2,1,2,32,2,2,2,120800,123379,122881,6000,3000,4600,1
4885,70000,1,2,2,30,0,0,2,17526,20235,19612,3000,0,2900,1
4886,150000,1,1,2,29,-1,-1,-2,249,0,0,0,0,12877,0
4887,360000,2,1,2,31,-1,-1,-1,1483,9386,2635,9386,2643,227,0
